Timestamp,Record Type,Instrument,Ob Position,Quantity Diff,Ob Command,Change Reason,Order Number,Premium (256ths),Quantity,Bid/Ask,Total Volume,Display Quantity,Sequence,Source,Instrument Name,Deal Source,Aggressive,Workup State,Workup Reason,Aggressive Order Number,Aggressive Bid/Ask,Passive Order Number,Passive Bid/Ask
02:01:19:825375 20180108,OB_CHANGE,2_YEAR,1.0,5.0,ADD,6.0,605794000000B2C2,25552,5.0,B,0.0,,1,OC,,,,,,,,,
02:01:19:845699 20180108,OB_CHANGE,2_YEAR,2.0,5.0,ADD,6.0,605794000000B2C3,25550,5.0,B,0.0,,2,OC,,,,,,,,,
02:01:19:865756 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B2C4,25548,5.0,B,0.0,,3,OC,,,,,,,,,
02:01:19:885804 20180108,OB_CHANGE,2_YEAR,4.0,5.0,ADD,6.0,605794000000B2C5,25546,5.0,B,0.0,,4,OC,,,,,,,,,
02:01:19:905847 20180108,OB_CHANGE,2_YEAR,5.0,5.0,ADD,6.0,605794000000B2C6,25544,5.0,B,0.0,,5,OC,,,,,,,,,
02:01:23:126777 20180108,OB_CHANGE,2_YEAR,1.0,5.0,ADD,6.0,605794000000B2C9,25562,5.0,A,0.0,,6,OC,,,,,,,,,
02:01:23:146900 20180108,OB_CHANGE,2_YEAR,2.0,5.0,ADD,6.0,605794000000B2CA,25564,5.0,A,0.0,,7,OC,,,,,,,,,
02:01:23:167007 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B2CB,25566,5.0,A,0.0,,8,OC,,,,,,,,,
02:01:23:187164 20180108,OB_CHANGE,2_YEAR,4.0,5.0,ADD,6.0,605794000000B2CC,25568,5.0,A,0.0,,9,OC,,,,,,,,,
02:01:23:207270 20180108,OB_CHANGE,2_YEAR,5.0,5.0,ADD,6.0,605794000000B2CD,25570,5.0,A,0.0,,10,OC,,,,,,,,,
02:01:25:880563 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B2DD,25564,5.0,A,0.0,,11,OC,,,,,,,,,
02:01:25:900671 20180108,OB_CHANGE,2_YEAR,5.0,5.0,ADD,6.0,605794000000B2DE,25566,5.0,A,0.0,,12,OC,,,,,,,,,
02:01:25:920795 20180108,OB_CHANGE,2_YEAR,7.0,5.0,ADD,6.0,605794000000B2DF,25568,5.0,A,0.0,,13,OC,,,,,,,,,
02:01:25:940865 20180108,OB_CHANGE,2_YEAR,9.0,5.0,ADD,6.0,605794000000B2E0,25570,5.0,A,0.0,,14,OC,,,,,,,,,
02:01:25:961029 20180108,OB_CHANGE,2_YEAR,10.0,5.0,ADD,6.0,605794000000B2E5,25572,5.0,A,0.0,,15,OC,,,,,,,,,
02:01:27:464004 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B305,25550,5.0,B,0.0,,16,OC,,,,,,,,,
02:01:27:484229 20180108,OB_CHANGE,2_YEAR,5.0,5.0,ADD,6.0,605794000000B306,25548,5.0,B,0.0,,17,OC,,,,,,,,,
02:01:27:504368 20180108,OB_CHANGE,2_YEAR,7.0,5.0,ADD,6.0,605794000000B307,25546,5.0,B,0.0,,18,OC,,,,,,,,,
02:01:27:524471 20180108,OB_CHANGE,2_YEAR,9.0,5.0,ADD,6.0,605794000000B308,25544,5.0,B,0.0,,19,OC,,,,,,,,,
02:01:27:544532 20180108,OB_CHANGE,2_YEAR,10.0,5.0,ADD,6.0,605794000000B309,25542,5.0,B,0.0,,20,OC,,,,,,,,,
02:01:27:672901 20180108,OB_CHANGE,2_YEAR,4.0,5.0,ADD,6.0,605794000000B30A,25564,5.0,A,0.0,,21,OC,,,,,,,,,
02:01:27:672986 20180108,OB_CHANGE,2_YEAR,4.0,5.0,ADD,6.0,605794000000B30B,25550,5.0,B,0.0,,22,OC,,,,,,,,,
02:01:27:673041 20180108,OB_CHANGE,2_YEAR,7.0,5.0,ADD,6.0,605794000000B30C,25566,5.0,A,0.0,,23,OC,,,,,,,,,
02:01:27:673087 20180108,OB_CHANGE,2_YEAR,7.0,5.0,ADD,6.0,605794000000B30D,25548,5.0,B,0.0,,24,OC,,,,,,,,,
02:01:27:673133 20180108,OB_CHANGE,2_YEAR,10.0,5.0,ADD,6.0,605794000000B30E,25546,5.0,B,0.0,,25,OC,,,,,,,,,
02:01:27:676286 20180108,OB_CHANGE,2_YEAR,14.0,5.0,ADD,6.0,605794000000B30F,25542,5.0,B,0.0,,26,OC,,,,,,,,,
02:01:27:676332 20180108,OB_CHANGE,2_YEAR,13.0,5.0,ADD,6.0,605794000000B310,25544,5.0,B,0.0,,27,OC,,,,,,,,,
02:01:27:676376 20180108,OB_CHANGE,2_YEAR,10.0,5.0,ADD,6.0,605794000000B311,25568,5.0,A,0.0,,28,OC,,,,,,,,,
02:01:27:676419 20180108,OB_CHANGE,2_YEAR,13.0,5.0,ADD,6.0,605794000000B312,25570,5.0,A,0.0,,29,OC,,,,,,,,,
02:01:27:676489 20180108,OB_CHANGE,2_YEAR,15.0,5.0,ADD,6.0,605794000000B313,25572,5.0,A,0.0,,30,OC,,,,,,,,,
02:01:27:706682 20180108,OB_CHANGE,2_YEAR,16.0,5.0,ADD,6.0,605794000000B314,25538,5.0,B,0.0,,31,OC,,,,,,,,,
02:01:27:706788 20180108,OB_CHANGE,2_YEAR,16.0,5.0,ADD,6.0,605794000000B315,25576,5.0,A,0.0,,32,OC,,,,,,,,,
02:01:27:706835 20180108,OB_CHANGE,2_YEAR,16.0,5.0,ADD,6.0,605794000000B316,25540,5.0,B,0.0,,33,OC,,,,,,,,,
02:01:27:706877 20180108,OB_CHANGE,2_YEAR,16.0,5.0,ADD,6.0,605794000000B317,25574,5.0,A,0.0,,34,OC,,,,,,,,,
02:01:33:277720 20180108,OB_CHANGE,2_YEAR,14.0,15.0,ADD,6.0,605794000000B33E,25544,15.0,B,0.0,,35,OC,,,,,,,,,
02:01:40:417950 20180108,OB_CHANGE,2_YEAR,8.0,7.0,ADD,6.0,605794000000B346,25548,7.0,B,0.0,,36,OC,,,,,,,,,
02:01:41:543487 20180108,OB_CHANGE,2_YEAR,1.0,7.0,ADD,6.0,605794000000B347,25560,7.0,A,0.0,,37,OC,,,,,,,,,
02:01:41:543782 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B348,25562,5.0,A,0.0,,38,OC,,,,,,,,,
02:01:41:863886 20180108,OB_CHANGE,2_YEAR,5.0,7.0,ADD,6.0,605794000000B349,25550,7.0,B,0.0,,39,OC,,,,,,,,,
02:01:41:887580 20180108,OB_CHANGE,2_YEAR,4.0,7.0,ADD,6.0,605794000000B34A,25562,7.0,A,0.0,,40,OC,,,,,,,,,
02:02:10:375942 20180108,OB_CHANGE,2_YEAR,2.0,5.0,ADD,6.0,605794000000B41B,25560,5.0,A,0.0,,41,OC,,,,,,,,,
02:02:17:115751 20180108,OB_CHANGE,2_YEAR,2.0,-5.0,DELETE,10.0,605794000000B41B,25560,0.0,A,0.0,,42,OC,,,,,,,,,
02:02:18:319099 20180108,OB_CHANGE,2_YEAR,2.0,5.0,ADD,6.0,605794000000B438,25560,5.0,A,0.0,,43,OC,,,,,,,,,
02:02:19:549665 20180108,OB_CHANGE,2_YEAR,1.0,15.0,ADD,6.0,605794000000B43D,25554,15.0,B,0.0,,44,OC,,,,,,,,,
02:02:19:550053 20180108,OB_CHANGE,2_YEAR,3.0,5.0,ADD,6.0,605794000000B43E,25552,5.0,B,0.0,,45,OC,,,,,,,,,
02:02:32:645829 20180108,OB_CHANGE,2_YEAR,6.0,52.0,ADD,6.0,605794000000B44A,25562,52.0,A,0.0,,46,OC,,,,,,,,,
02:02:32:645882 20180108,OB_CHANGE,2_YEAR,10.0,54.0,ADD,6.0,605794000000B44B,25564,54.0,A,0.0,,47,OC,,,,,,,,,
02:02:32:645918 20180108,OB_CHANGE,2_YEAR,14.0,51.0,ADD,6.0,605794000000B44C,25566,51.0,A,0.0,,48,OC,,,,,,,,,
02:02:32:645985 20180108,OB_CHANGE,2_YEAR,18.0,51.0,ADD,6.0,605794000000B44D,25568,51.0,A,0.0,,49,OC,,,,,,,,,
02:02:32:646168 20180108,OB_CHANGE,2_YEAR,4.0,53.0,ADD,6.0,605794000000B44E,25552,53.0,B,0.0,,50,OC,,,,,,,,,
02:02:32:646262 20180108,OB_CHANGE,2_YEAR,22.0,50.0,ADD,6.0,605794000000B44F,25570,50.0,A,0.0,,51,OC,,,,,,,,,
02:02:32:646322 20180108,OB_CHANGE,2_YEAR,13.0,53.0,ADD,6.0,605794000000B450,25548,53.0,B,0.0,,52,OC,,,,,,,,,
02:02:32:646357 20180108,OB_CHANGE,2_YEAR,9.0,53.0,ADD,6.0,605794000000B451,25550,53.0,B,0.0,,53,OC,,,,,,,,,
02:02:32:646408 20180108,OB_CHANGE,2_YEAR,18.0,54.0,ADD,6.0,605794000000B452,25546,54.0,B,0.0,,54,OC,,,,,,,,,
02:02:32:646442 20180108,OB_CHANGE,2_YEAR,23.0,51.0,ADD,6.0,605794000000B453,25544,51.0,B,0.0,,55,OC,,,,,,,,,
02:02:39:925386 20180108,OB_CHANGE,2_YEAR,26.0,54.0,ADD,6.0,605794000000B462,25542,54.0,B,0.0,,56,OC,,,,,,,,,
02:02:39:925440 20180108,OB_CHANGE,2_YEAR,28.0,50.0,ADD,6.0,605794000000B463,25540,50.0,B,0.0,,57,OC,,,,,,,,,
02:02:39:925479 20180108,OB_CHANGE,2_YEAR,30.0,51.0,ADD,6.0,605794000000B464,25538,51.0,B,0.0,,58,OC,,,,,,,,,
02:02:39:925514 20180108,OB_CHANGE,2_YEAR,31.0,54.0,ADD,6.0,605794000000B465,25536,54.0,B,0.0,,59,OC,,,,,,,,,
02:02:39:925710 20180108,OB_CHANGE,2_YEAR,32.0,50.0,ADD,6.0,605794000000B466,25532,50.0,B,0.0,,60,OC,,,,,,,,,
02:02:39:925743 20180108,OB_CHANGE,2_YEAR,32.0,50.0,ADD,6.0,605794000000B467,25534,50.0,B,0.0,,61,OC,,,,,,,,,
02:02:39:925802 20180108,OB_CHANGE,2_YEAR,34.0,51.0,ADD,6.0,605794000000B468,25528,51.0,B,0.0,,62,OC,,,,,,,,,
02:02:39:925835 20180108,OB_CHANGE,2_YEAR,34.0,53.0,ADD,6.0,605794000000B469,25530,53.0,B,0.0,,63,OC,,,,,,,,,
02:02:39:925871 20180108,OB_CHANGE,2_YEAR,36.0,54.0,ADD,6.0,605794000000B46A,25524,54.0,B,0.0,,64,OC,,,,,,,,,
02:02:39:925905 20180108,OB_CHANGE,2_YEAR,36.0,51.0,ADD,6.0,605794000000B46B,25526,51.0,B,0.0,,65,OC,,,,,,,,,
02:02:39:925940 20180108,OB_CHANGE,2_YEAR,26.0,51.0,ADD,6.0,605794000000B46C,25574,51.0,A,0.0,,66,OC,,,,,,,,,
02:02:39:925974 20180108,OB_CHANGE,2_YEAR,25.0,51.0,ADD,6.0,605794000000B46D,25572,51.0,A,0.0,,67,OC,,,,,,,,,
02:02:39:926006 20180108,OB_CHANGE,2_YEAR,29.0,54.0,ADD,6.0,605794000000B46E,25578,54.0,A,0.0,,68,OC,,,,,,,,,
02:02:39:926038 20180108,OB_CHANGE,2_YEAR,29.0,51.0,ADD,6.0,605794000000B46F,25576,51.0,A,0.0,,69,OC,,,,,,,,,
02:02:39:926070 20180108,OB_CHANGE,2_YEAR,31.0,52.0,ADD,6.0,605794000000B470,25582,52.0,A,0.0,,70,OC,,,,,,,,,
02:02:39:926108 20180108,OB_CHANGE,2_YEAR,31.0,51.0,ADD,6.0,605794000000B471,25580,51.0,A,0.0,,71,OC,,,,,,,,,
02:02:39:926163 20180108,OB_CHANGE,2_YEAR,33.0,50.0,ADD,6.0,605794000000B472,25586,50.0,A,0.0,,72,OC,,,,,,,,,
02:02:39:926197 20180108,OB_CHANGE,2_YEAR,34.0,53.0,ADD,6.0,605794000000B473,25590,53.0,A,0.0,,73,OC,,,,,,,,,
02:02:39:926235 20180108,OB_CHANGE,2_YEAR,33.0,50.0,ADD,6.0,605794000000B474,25584,50.0,A,0.0,,74,OC,,,,,,,,,
02:02:39:926271 20180108,OB_CHANGE,2_YEAR,35.0,50.0,ADD,6.0,605794000000B475,25588,50.0,A,0.0,,75,OC,,,,,,,,,
02:03:25:801694 20180108,OB_CHANGE,2_YEAR,1.0,5.0,ADD,6.0,605794000000B4AF,25558,5.0,A,0.0,,76,OC,,,,,,,,,
02:03:25:802066 20180108,OB_CHANGE,2_YEAR,2.0,1.0,ADD,6.0,605794000000B4B0,25554,1.0,B,0.0,,77,OC,,,,,,,,,
02:03:25:802127 20180108,OB_CHANGE,2_YEAR,37.0,-53.0,DELETE,1.0,605794000000B473,25590,0.0,A,0.0,,78,OC,,,,,,,,,
02:03:25:802179 20180108,OB_CHANGE,2_YEAR,4.0,53.0,ADD,6.0,605794000000B4B2,25560,53.0,A,0.0,,79,OC,,,,,,,,,
02:03:25:802314 20180108,OB_CHANGE,2_YEAR,30.0,-5.0,DELETE,1.0,605794000000B315,25576,0.0,A,0.0,,80,OC,,,,,,,,,
02:03:25:802314 20180108,OB_CHANGE,2_YEAR,5.0,5.0,ADD,6.0,605794000000B315,25560,5.0,A,0.0,,81,OC,,,,,,,,,
02:03:25:802488 20180108,OB_CHANGE,2_YEAR,2.0,1.0,ADD,6.0,605794000000B4B4,25558,1.0,A,0.0,,82,OC,,,,,,,,,
02:03:46:655601 20180108,OB_CHANGE,2_YEAR,30.0,-5.0,DELETE,1.0,605794000000B314,25538,0.0,B,0.0,,83,OC,,,,,,,,,
02:03:46:655601 20180108,OB_CHANGE,2_YEAR,3.0,3.0,ADD,6.0,605794000000B314,25554,3.0,B,0.0,,84,OC,,,,,,,,,
02:04:24:639999 20180108,OB_CHANGE,2_YEAR,7.0,42.0,ADD,6.0,605794000000B5F0,25560,42.0,A,0.0,,85,OC,,,,,,,,,
02:04:24:640132 20180108,OB_CHANGE,2_YEAR,7.0,42.0,ADD,6.0,605794000000B5F4,25552,42.0,B,0.0,,86,OC,,,,,,,,,
02:04:24:640314 20180108,OB_CHANGE,2_YEAR,12.0,42.0,ADD,6.0,605794000000B5F5,25562,42.0,A,0.0,,87,OC,,,,,,,,,
02:04:24:640366 20180108,OB_CHANGE,2_YEAR,13.0,42.0,ADD,6.0,605794000000B5F6,25550,42.0,B,0.0,,88,OC,,,,,,,,,
02:04:24:640404 20180108,OB_CHANGE,2_YEAR,17.0,42.0,ADD,6.0,605794000000B5F7,25564,42.0,A,0.0,,89,OC,,,,,,,,,
02:04:24:640439 20180108,OB_CHANGE,2_YEAR,19.0,42.0,ADD,6.0,605794000000B5F8,25548,42.0,B,0.0,,90,OC,,,,,,,,,
02:04:24:650819 20180108,OB_CHANGE,2_YEAR,22.0,42.0,ADD,6.0,605794000000B604,25566,42.0,A,0.0,,91,OC,,,,,,,,,
02:04:24:650853 20180108,OB_CHANGE,2_YEAR,24.0,42.0,ADD,6.0,605794000000B605,25546,42.0,B,0.0,,92,OC,,,,,,,,,
02:04:24:650922 20180108,OB_CHANGE,2_YEAR,30.0,42.0,ADD,6.0,605794000000B607,25544,42.0,B,0.0,,93,OC,,,,,,,,,
02:04:24:650994 20180108,OB_CHANGE,2_YEAR,27.0,42.0,ADD,6.0,605794000000B608,25568,42.0,A,0.0,,94,OC,,,,,,,,,
02:04:24:651037 20180108,OB_CHANGE,2_YEAR,34.0,42.0,ADD,6.0,605794000000B609,25542,42.0,B,0.0,,95,OC,,,,,,,,,
02:04:24:651073 20180108,OB_CHANGE,2_YEAR,32.0,42.0,ADD,6.0,605794000000B60A,25570,42.0,A,0.0,,96,OC,,,,,,,,,
02:04:24:660817 20180108,OB_CHANGE,2_YEAR,37.0,42.0,ADD,6.0,605794000000B617,25540,42.0,B,0.0,,97,OC,,,,,,,,,
02:04:24:660851 20180108,OB_CHANGE,2_YEAR,36.0,42.0,ADD,6.0,605794000000B618,25572,42.0,A,0.0,,98,OC,,,,,,,,,
02:04:24:660885 20180108,OB_CHANGE,2_YEAR,39.0,42.0,ADD,6.0,605794000000B619,25538,42.0,B,0.0,,99,OC,,,,,,,,,
02:04:24:660930 20180108,OB_CHANGE,2_YEAR,39.0,42.0,ADD,6.0,605794000000B61A,25574,42.0,A,0.0,,100,OC,,,,,,,,,
02:04:24:660969 20180108,OB_CHANGE,2_YEAR,41.0,42.0,ADD,6.0,605794000000B61B,25536,42.0,B,0.0,,101,OC,,,,,,,,,
02:04:24:661003 20180108,OB_CHANGE,2_YEAR,41.0,42.0,ADD,6.0,605794000000B61C,25576,42.0,A,0.0,,102,OC,,,,,,,,,
02:04:24:670852 20180108,OB_CHANGE,2_YEAR,43.0,42.0,ADD,6.0,605794000000B629,25534,42.0,B,0.0,,103,OC,,,,,,,,,
02:04:24:670887 20180108,OB_CHANGE,2_YEAR,43.0,42.0,ADD,6.0,605794000000B62A,25578,42.0,A,0.0,,104,OC,,,,,,,,,
02:04:24:670922 20180108,OB_CHANGE,2_YEAR,45.0,42.0,ADD,6.0,605794000000B62B,25532,42.0,B,0.0,,105,OC,,,,,,,,,
02:04:24:670962 20180108,OB_CHANGE,2_YEAR,45.0,42.0,ADD,6.0,605794000000B62C,25580,42.0,A,0.0,,106,OC,,,,,,,,,
02:04:24:671000 20180108,OB_CHANGE,2_YEAR,47.0,42.0,ADD,6.0,605794000000B62D,25530,42.0,B,0.0,,107,OC,,,,,,,,,
02:04:24:671035 20180108,OB_CHANGE,2_YEAR,47.0,42.0,ADD,6.0,605794000000B62E,25582,42.0,A,0.0,,108,OC,,,,,,,,,
02:04:24:690838 20180108,OB_CHANGE,2_YEAR,49.0,42.0,ADD,6.0,605794000000B63B,25528,42.0,B,0.0,,109,OC,,,,,,,,,
02:04:24:690873 20180108,OB_CHANGE,2_YEAR,51.0,42.0,ADD,6.0,605794000000B63C,25526,42.0,B,0.0,,110,OC,,,,,,,,,
02:04:24:690906 20180108,OB_CHANGE,2_YEAR,49.0,42.0,ADD,6.0,605794000000B63D,25584,42.0,A,0.0,,111,OC,,,,,,,,,
02:04:24:690945 20180108,OB_CHANGE,2_YEAR,51.0,42.0,ADD,6.0,605794000000B63E,25586,42.0,A,0.0,,112,OC,,,,,,,,,
02:04:24:690980 20180108,OB_CHANGE,2_YEAR,53.0,42.0,ADD,6.0,605794000000B63F,25524,42.0,B,0.0,,113,OC,,,,,,,,,
02:04:24:691013 20180108,OB_CHANGE,2_YEAR,53.0,42.0,ADD,6.0,605794000000B640,25588,42.0,A,0.0,,114,OC,,,,,,,,,
02:04:24:696673 20180108,OB_CHANGE,2_YEAR,31.0,14.0,ADD,6.0,605794000000B642,25544,14.0,B,0.0,,115,OC,,,,,,,,,
02:04:24:696725 20180108,OB_CHANGE,2_YEAR,25.0,14.0,ADD,6.0,605794000000B643,25546,14.0,B,0.0,,116,OC,,,,,,,,,
02:04:24:696763 20180108,OB_CHANGE,2_YEAR,23.0,14.0,ADD,6.0,605794000000B644,25566,14.0,A,0.0,,117,OC,,,,,,,,,
02:04:24:696797 20180108,OB_CHANGE,2_YEAR,29.0,14.0,ADD,6.0,605794000000B645,25568,14.0,A,0.0,,118,OC,,,,,,,,,
02:04:24:696829 20180108,OB_CHANGE,2_YEAR,40.0,14.0,ADD,6.0,605794000000B646,25540,14.0,B,0.0,,119,OC,,,,,,,,,
02:04:24:696883 20180108,OB_CHANGE,2_YEAR,37.0,14.0,ADD,6.0,605794000000B647,25542,14.0,B,0.0,,120,OC,,,,,,,,,
02:04:24:696920 20180108,OB_CHANGE,2_YEAR,35.0,14.0,ADD,6.0,605794000000B648,25570,14.0,A,0.0,,121,OC,,,,,,,,,
02:04:24:696953 20180108,OB_CHANGE,2_YEAR,40.0,14.0,ADD,6.0,605794000000B649,25572,14.0,A,0.0,,122,OC,,,,,,,,,
02:04:24:696985 20180108,OB_CHANGE,2_YEAR,46.0,14.0,ADD,6.0,605794000000B64A,25536,14.0,B,0.0,,123,OC,,,,,,,,,
02:04:24:697020 20180108,OB_CHANGE,2_YEAR,44.0,14.0,ADD,6.0,605794000000B64B,25538,14.0,B,0.0,,124,OC,,,,,,,,,
02:04:24:697052 20180108,OB_CHANGE,2_YEAR,44.0,14.0,ADD,6.0,605794000000B64C,25574,14.0,A,0.0,,125,OC,,,,,,,,,
02:04:24:697083 20180108,OB_CHANGE,2_YEAR,47.0,14.0,ADD,6.0,605794000000B64D,25576,14.0,A,0.0,,126,OC,,,,,,,,,
02:04:24:697122 20180108,OB_CHANGE,2_YEAR,52.0,14.0,ADD,6.0,605794000000B64E,25532,14.0,B,0.0,,127,OC,,,,,,,,,
02:04:24:697158 20180108,OB_CHANGE,2_YEAR,50.0,14.0,ADD,6.0,605794000000B64F,25534,14.0,B,0.0,,128,OC,,,,,,,,,
02:04:24:697190 20180108,OB_CHANGE,2_YEAR,50.0,14.0,ADD,6.0,605794000000B650,25578,14.0,A,0.0,,129,OC,,,,,,,,,
02:04:24:697227 20180108,OB_CHANGE,2_YEAR,53.0,14.0,ADD,6.0,605794000000B651,25580,14.0,A,0.0,,130,OC,,,,,,,,,
02:04:24:700722 20180108,OB_CHANGE,2_YEAR,62.0,42.0,ADD,6.0,605794000000B65A,25522,42.0,B,0.0,,131,OC,,,,,,,,,
02:04:24:700755 20180108,OB_CHANGE,2_YEAR,62.0,42.0,ADD,6.0,605794000000B65B,25592,42.0,A,0.0,,132,OC,,,,,,,,,
02:04:24:700789 20180108,OB_CHANGE,2_YEAR,62.0,42.0,ADD,6.0,605794000000B65C,25590,42.0,A,0.0,,133,OC,,,,,,,,,
02:04:24:700827 20180108,OB_CHANGE,2_YEAR,63.0,42.0,ADD,6.0,605794000000B65D,25520,42.0,B,0.0,,134,OC,,,,,,,,,
02:04:31:242195 20180108,OB_CHANGE,2_YEAR,44.0,-14.0,DELETE,1.0,605794000000B64B,25538,0.0,B,0.0,,135,OC,,,,,,,,,
02:04:31:242195 20180108,OB_CHANGE,2_YEAR,14.0,14.0,ADD,6.0,605794000000B64B,25550,14.0,B,0.0,,136,OC,,,,,,,,,
02:04:31:242360 20180108,OB_CHANGE,2_YEAR,50.0,-14.0,DELETE,1.0,605794000000B64F,25534,0.0,B,0.0,,137,OC,,,,,,,,,
02:04:31:242360 20180108,OB_CHANGE,2_YEAR,4.0,14.0,ADD,6.0,605794000000B64F,25554,14.0,B,0.0,,138,OC,,,,,,,,,
02:04:31:242428 20180108,OB_CHANGE,2_YEAR,43.0,-14.0,DELETE,1.0,605794000000B646,25540,0.0,B,0.0,,139,OC,,,,,,,,,
02:04:31:242428 20180108,OB_CHANGE,2_YEAR,22.0,14.0,ADD,6.0,605794000000B646,25548,14.0,B,0.0,,140,OC,,,,,,,,,
02:04:31:242493 20180108,OB_CHANGE,2_YEAR,48.0,-14.0,DELETE,1.0,605794000000B64A,25536,0.0,B,0.0,,141,OC,,,,,,,,,
02:04:31:242493 20180108,OB_CHANGE,2_YEAR,9.0,14.0,ADD,6.0,605794000000B64A,25552,14.0,B,0.0,,142,OC,,,,,,,,,
02:04:31:242555 20180108,OB_CHANGE,2_YEAR,50.0,-14.0,DELETE,1.0,605794000000B650,25578,0.0,A,0.0,,143,OC,,,,,,,,,
02:04:31:242555 20180108,OB_CHANGE,2_YEAR,18.0,14.0,ADD,6.0,605794000000B650,25564,14.0,A,0.0,,144,OC,,,,,,,,,
02:04:31:242667 20180108,OB_CHANGE,2_YEAR,53.0,-14.0,DELETE,1.0,605794000000B651,25580,0.0,A,0.0,,145,OC,,,,,,,,,
02:04:31:242667 20180108,OB_CHANGE,2_YEAR,13.0,14.0,ADD,6.0,605794000000B651,25562,14.0,A,0.0,,146,OC,,,,,,,,,
02:04:31:242819 20180108,OB_CHANGE,2_YEAR,53.0,-14.0,DELETE,1.0,605794000000B64E,25532,0.0,B,0.0,,147,OC,,,,,,,,,
02:04:31:242819 20180108,OB_CHANGE,2_YEAR,1.0,14.0,ADD,6.0,605794000000B64E,25556,14.0,B,0.0,,148,OC,,,,,,,,,
02:04:31:243211 20180108,OB_CHANGE,2_YEAR,2.0,1.0,ADD,6.0,605794000000B67A,25556,1.0,B,0.0,,149,OC,,,,,,,,,
02:04:31:243326 20180108,OB_CHANGE,2_YEAR,7.0,51.0,ADD,6.0,605794000000B67E,25554,51.0,B,0.0,,150,OC,,,,,,,,,
02:04:31:243393 20180108,OB_CHANGE,2_YEAR,8.0,2.0,ADD,6.0,605794000000B680,25554,2.0,B,0.0,,151,OC,,,,,,,,,
02:04:31:243425 20180108,OB_CHANGE,2_YEAR,63.0,-54.0,DELETE,1.0,605794000000B46A,25524,0.0,B,0.0,,152,OC,,,,,,,,,
02:04:31:250434 20180108,OB_CHANGE,2_YEAR,9.0,42.0,ADD,6.0,605794000000B684,25554,42.0,B,0.0,,153,OC,,,,,,,,,
02:04:31:859306 20180108,OB_CHANGE,2_YEAR,15.0,10.0,ADD,6.0,605794000000B685,25552,10.0,B,0.0,,154,OC,,,,,,,,,
02:04:31:859464 20180108,OB_CHANGE,2_YEAR,23.0,10.0,ADD,6.0,605794000000B686,25550,10.0,B,0.0,,155,OC,,,,,,,,,
02:04:31:859716 20180108,OB_CHANGE,2_YEAR,31.0,10.0,ADD,6.0,605794000000B687,25548,10.0,B,0.0,,156,OC,,,,,,,,,
02:04:31:859876 20180108,OB_CHANGE,2_YEAR,3.0,10.0,ADD,6.0,605794000000B688,25558,10.0,A,0.0,,157,OC,,,,,,,,,
02:04:31:859960 20180108,OB_CHANGE,2_YEAR,9.0,10.0,ADD,6.0,605794000000B689,25560,10.0,A,0.0,,158,OC,,,,,,,,,
02:04:31:860048 20180108,OB_CHANGE,2_YEAR,16.0,10.0,ADD,6.0,605794000000B68A,25562,10.0,A,0.0,,159,OC,,,,,,,,,
02:04:31:919324 20180108,OB_CHANGE,2_YEAR,38.0,10.0,ADD,6.0,605794000000B68B,25546,10.0,B,0.0,,160,OC,,,,,,,,,
02:04:31:919361 20180108,OB_CHANGE,2_YEAR,46.0,10.0,ADD,6.0,605794000000B68C,25544,10.0,B,0.0,,161,OC,,,,,,,,,
02:04:31:919436 20180108,OB_CHANGE,2_YEAR,23.0,10.0,ADD,6.0,605794000000B68D,25564,10.0,A,0.0,,162,OC,,,,,,,,,
02:04:31:919531 20180108,OB_CHANGE,2_YEAR,30.0,10.0,ADD,6.0,605794000000B68E,25566,10.0,A,0.0,,163,OC,,,,,,,,,
02:04:32:919289 20180108,OB_CHANGE,2_YEAR,52.0,10.0,ADD,6.0,605794000000B68F,25542,10.0,B,0.0,,164,OC,,,,,,,,,
02:04:32:919329 20180108,OB_CHANGE,2_YEAR,56.0,10.0,ADD,6.0,605794000000B690,25540,10.0,B,0.0,,165,OC,,,,,,,,,
02:04:32:919466 20180108,OB_CHANGE,2_YEAR,59.0,10.0,ADD,6.0,605794000000B691,25538,10.0,B,0.0,,166,OC,,,,,,,,,
02:04:32:919547 20180108,OB_CHANGE,2_YEAR,37.0,10.0,ADD,6.0,605794000000B692,25568,10.0,A,0.0,,167,OC,,,,,,,,,
02:04:32:919628 20180108,OB_CHANGE,2_YEAR,44.0,10.0,ADD,6.0,605794000000B693,25570,10.0,A,0.0,,168,OC,,,,,,,,,
02:04:32:919691 20180108,OB_CHANGE,2_YEAR,50.0,10.0,ADD,6.0,605794000000B694,25572,10.0,A,0.0,,169,OC,,,,,,,,,
02:04:43:310776 20180108,OB_CHANGE,2_YEAR,8.0,-42.0,DELETE,1.0,605794000000B5F0,25560,0.0,A,0.0,,170,OC,,,,,,,,,
02:04:43:310793 20180108,OB_CHANGE,2_YEAR,9.0,-42.0,DELETE,1.0,605794000000B684,25554,0.0,B,0.0,,171,OC,,,,,,,,,
