Sequence,Action,Qty,Price,Liquidity,Direction
50479,+5,5,99.828125,6604090.7734375,Up
50480,-0,0,99.8125,6604090.7734375,Sideways
50481,-0,0,99.8046875,6604090.7734375,Sideways
50482,-0,0,99.8125,6604090.7734375,Sideways
50483,+6,6,99.828125,6604689.7421875,Up
50484,+2,2,99.8125,6604889.3671875,Up
50485,+2,2,99.8125,6605088.9921875,Up
50486,-5,5,99.8359375,6604589.8125,Down
50487,+6,6,99.828125,6605188.78125,Up
50488,-5,5,99.8359375,6604689.6015625,Down
50489,-0,0,99.8125,6604689.6015625,Sideways
50490,-0,0,99.8046875,6604689.6015625,Sideways
50491,-0,0,99.8125,6604689.6015625,Sideways
50492,-0,0,99.8125,6604689.6015625,Sideways
50493,-0,0,99.8046875,6604689.6015625,Sideways
50494,-0,0,99.8125,6604689.6015625,Sideways
50495,-1,1,99.859375,6604589.7421875,Down
50496,-0,0,99.8125,6604589.7421875,Sideways
50497,-0,0,99.8046875,6604589.7421875,Sideways
50498,-0,0,99.8125,6604589.7421875,Sideways
50499,-7,7,99.84375,6603890.8359375,Down
50500,-7,7,99.8359375,6603191.984375,Down
50501,-7,7,99.8515625,6602493.0234375,Down
50502,-7,7,99.84375,6601794.1171875,Down
50503,-1,1,99.8671875,6601694.25,Down
50504,-1,1,99.859375,6601594.390625,Down
50505,+6,6,99.828125,6602193.359375,Up
50506,-8,8,99.8359375,6601394.671875,Down
50507,-5,5,99.8359375,6600895.4921875,Down
50508,-8,8,99.8359375,6600096.8046875,Down
50509,-8,8,99.8359375,6599298.1171875,Down
50510,-0,0,99.8125,6599298.1171875,Sideways
50511,-0,0,99.8046875,6599298.1171875,Sideways
50512,+2,2,99.8125,6599497.7421875,Up
50513,-0,0,99.8125,6599497.7421875,Sideways
50514,+2,2,99.8125,6599697.3671875,Up
50515,+4,4,99.828125,6600096.6796875,Up
50516,-8,8,99.8359375,6599297.9921875,Down
50517,+4,4,99.828125,6599697.3046875,Up
50518,+2,2,99.8125,6599896.9296875,Up
50519,+2,2,99.8125,6600096.5546875,Up
50520,+1,1,99.828125,6600196.3828125,Up
50521,+6,6,99.828125,6600795.3515625,Up
50522,-5,5,99.8359375,6600296.171875,Down
50523,+1,1,99.8125,6600395.984375,Up
50524,+1,1,99.8046875,6600495.7890625,Up
50525,+1,1,99.8125,6600595.6015625,Up
50526,-8,8,99.8359375,6599796.9140625,Down
50527,-8,8,99.8359375,6598998.2265625,Down
50528,+2,2,99.8125,6599197.8515625,Up
50529,+2,2,99.8125,6599397.4765625,Up
50530,-5,5,99.8359375,6598898.296875,Down
50531,+6,6,99.828125,6599497.265625,Up
50532,-8,8,99.8359375,6598698.578125,Down
50533,-8,8,99.8359375,6597899.890625,Down
50534,+2,2,99.8125,6598099.515625,Up
50535,-8,8,99.8359375,6597300.828125,Down
50536,+2,2,99.8125,6597500.453125,Up
50537,-8,8,99.8359375,6596701.765625,Down
50538,+2,2,99.8125,6596901.390625,Up
50539,+2,2,99.8125,6597101.015625,Up
50540,+6,6,99.828125,6597699.984375,Up
50541,+6,6,99.828125,6598298.953125,Up
50542,+13,13,99.8125,6599596.515625,Up
50543,+13,13,99.8046875,6600893.9765625,Up
50544,+13,13,99.8125,6602191.5390625,Up
50545,-5,5,99.8359375,6601692.359375,Down
50546,+6,6,99.828125,6602291.328125,Up
50547,-0,0,99.8125,6602291.328125,Sideways
50548,-0,0,99.8046875,6602291.328125,Sideways
50549,-0,0,99.8125,6602291.328125,Sideways
50551,-1,1,99.859375,6602191.46875,Down
50552,+6,6,99.828125,6602790.4375,Up
50553,+3,3,99.828125,6603089.921875,Up
50554,-1,1,99.8671875,6602990.0546875,Down
50555,+6,6,99.828125,6603589.0234375,Up
50556,-1,1,99.828125,6603489.1953125,Down
50557,+6,6,99.828125,6604088.1640625,Up
50558,-1,1,99.8671875,6603988.296875,Down
50559,-1,1,99.859375,6603888.4375,Down
50560,-5,5,99.8359375,6603389.2578125,Down
50561,-5,5,99.8359375,6602890.078125,Down
50562,-1,1,99.8671875,6602790.2109375,Down
50563,+2,2,99.8125,6602989.8359375,Up
50564,+2,2,99.8125,6603189.4609375,Up
50565,+2,2,99.828125,6603389.1171875,Up
50566,+1,1,99.828125,6603488.9453125,Up
50567,-1,1,99.828125,6603389.1171875,Down
50568,-8,8,99.8359375,6602590.4296875,Down
50569,+4,4,99.828125,6602989.7421875,Up
50570,+4,4,99.828125,6603389.0546875,Up
50571,+13,13,99.8125,6604686.6171875,Up
50572,+2,2,99.8125,6604886.2421875,Up
50573,+13,13,99.8046875,6606183.703125,Up
50574,+2,2,99.8125,6606383.328125,Up
50575,+13,13,99.8125,6607680.890625,Up
50576,-5,5,99.8359375,6607181.7109375,Down
50577,+6,6,99.828125,6607780.6796875,Up
50578,+15,15,99.8046875,6609277.75,Up
50579,+15,15,99.796875,6610774.703125,Up
50580,+14,14,99.8046875,6612171.96875,Up
50581,-4,4,99.8359375,6611772.625,Down
50582,-4,4,99.8359375,6611373.28125,Down
50583,-1,1,99.8671875,6611273.4140625,Down
50584,+4,4,99.828125,6611672.7265625,Up
50585,+6,6,99.828125,6612271.6953125,Up
50586,+6,6,99.828125,6612870.6640625,Up
50587,+4,4,99.828125,6613269.9765625,Up
50588,-1,1,99.8671875,6613170.109375,Down
50589,+8,8,99.828125,6613968.734375,Up
50590,+8,8,99.828125,6614767.359375,Up
50591,+4,4,99.828125,6615166.671875,Up
50592,+8,8,99.828125,6615965.296875,Up
50593,+2,2,99.828125,6616164.953125,Up
50594,+6,6,99.828125,6616763.921875,Up
50595,+8,8,99.828125,6617562.546875,Up
50596,+4,4,99.828125,6617961.859375,Up
50597,+2,2,99.828125,6618161.515625,Up
50598,-1,1,99.8671875,6618061.6484375,Down
50599,+6,6,99.828125,6618660.6171875,Up
50600,+6,6,99.828125,6619259.5859375,Up
50601,+1,1,99.828125,6619359.4140625,Up
50602,+5,5,99.828125,6619858.5546875,Up
50603,+1,1,99.828125,6619958.3828125,Up
50604,+2,2,99.828125,6620158.0390625,Up
50605,+4,4,99.828125,6620557.3515625,Up
50606,+3,3,99.828125,6620856.8359375,Up
50607,+8,8,99.828125,6621655.4609375,Up
50608,+6,6,99.828125,6622254.4296875,Up
50609,+5,5,99.828125,6622753.5703125,Up
50610,+2,2,99.828125,6622953.2265625,Up
50611,+3,3,99.828125,6623252.7109375,Up
50612,+8,8,99.828125,6624051.3359375,Up
50613,+6,6,99.828125,6624650.3046875,Up
50614,+5,5,99.828125,6625149.4453125,Up
50615,+2,2,99.828125,6625349.1015625,Up
50616,+4,4,99.828125,6625748.4140625,Up
50617,-4,4,99.8359375,6625349.0703125,Down
50618,-4,4,99.8359375,6624949.7265625,Down
50619,-1,1,99.8671875,6624849.859375,Down
50620,+2,2,99.828125,6625049.515625,Up
50621,-14,14,99.8984375,6623650.9375,Down
50622,-14,14,99.8359375,6622253.234375,Down
50623,-1,1,99.8671875,6622153.3671875,Down
50624,-4,4,99.8359375,6621754.0234375,Down
50626,+16,16,99.828125,6623351.2734375,Up
50627,-7,7,99.828125,6622652.4765625,Down
50632,-1,1,99.8671875,6622552.609375,Down
50633,+10,10,99.828125,6623550.890625,Up
50634,+1,1,99.828125,6623650.71875,Up
50635,-0,0,99.8359375,6623650.71875,Sideways
50636,+5,5,99.828125,6624149.859375,Up
50637,+10,10,99.7890625,6625147.75,Up
50638,+12,12,99.796875,6626345.3125,Up
50639,+60,60,99.71875,6632328.4375,Up
50641,-4,4,99.8359375,6631929.09375,Down
50642,+2,2,99.828125,6632128.75,Up
50643,-1,1,99.8671875,6632028.8828125,Down
50644,+5,5,99.828125,6632528.0234375,Up
50645,-3,3,99.8359375,6632228.515625,Down
50646,+2,2,99.8125,6632428.140625,Up
50647,+2,2,99.8125,6632627.765625,Up
50648,+9,9,99.828125,6633526.21875,Up
50649,+2,2,99.828125,6633725.875,Up
50650,+3,3,99.828125,6634025.359375,Up
50651,-1,1,99.8671875,6633925.4921875,Down
50652,+2,2,99.828125,6634125.1484375,Up
50653,-9,9,99.8359375,6633226.625,Down
50655,+2,2,99.828125,6633426.28125,Up
50656,-3,3,99.828125,6633126.796875,Down
50661,-1,1,99.8671875,6633026.9296875,Down
50662,+3,3,99.828125,6633326.4140625,Up
50663,-2,2,99.8359375,6633126.7421875,Down
50664,+2,2,99.828125,6633326.3984375,Up
50666,+5,5,99.828125,6633825.5390625,Up
50667,+6,6,99.828125,6634424.5078125,Up
50668,+6,6,99.828125,6635023.4765625,Up
50669,+2,2,99.828125,6635223.1328125,Up
50670,-1,1,99.8671875,6635123.265625,Down
50671,+5,5,99.828125,6635622.40625,Up
50672,+6,6,99.828125,6636221.375,Up
50673,+6,6,99.828125,6636820.34375,Up
50674,+2,2,99.828125,6637020.0,Up
50675,+2,2,99.828125,6637219.65625,Up
50676,+2,2,99.828125,6637419.3125,Up
50677,-1,1,99.8671875,6637319.4453125,Down
50678,+2,2,99.828125,6637519.1015625,Up
50679,+42,42,99.828125,6641711.8828125,Up
50680,-1,1,99.8671875,6641612.015625,Down
50681,+6,6,99.828125,6642210.984375,Up
50682,+42,42,99.828125,6646403.765625,Up
50683,+2,2,99.828125,6646603.421875,Up
50684,+2,2,99.828125,6646803.078125,Up
50685,+2,2,99.828125,6647002.734375,Up
50686,-1,1,99.8671875,6646902.8671875,Down
50687,+2,2,99.828125,6647102.5234375,Up
50688,+6,6,99.828125,6647701.4921875,Up
50689,+2,2,99.828125,6647901.1484375,Up
50690,+6,6,99.828125,6648500.1171875,Up
50691,-5,5,99.8359375,6648000.9375,Down
50692,+2,2,99.828125,6648200.59375,Up
50693,-4,4,99.8359375,6647801.25,Down
50694,-1,1,99.8671875,6647701.3828125,Down
50695,-5,5,99.8359375,6647202.203125,Down
50696,-1,1,99.8359375,6647102.3671875,Down
50697,+10,10,99.828125,6648100.6484375,Up
50698,-1,1,99.8671875,6648000.78125,Down
50699,+42,42,99.828125,6652193.5625,Up
50700,+60,60,99.828125,6658183.25,Up
50701,+2,2,99.828125,6658382.90625,Up
50702,+6,6,99.828125,6658981.875,Up
50703,+1,1,99.828125,6659081.703125,Up
50704,+2,2,99.8125,6659281.328125,Up
50705,-14,14,99.8359375,6657883.625,Down
50706,-14,14,99.8984375,6656485.046875,Down
50707,+2,2,99.8125,6656684.671875,Up
50708,+10,10,99.7890625,6657682.5625,Up
50709,+60,60,99.828125,6663672.25,Up
50710,+6,6,99.828125,6664271.21875,Up
50711,+42,42,99.828125,6668464.0,Up
50712,-14,14,99.8984375,6667065.421875,Down
50713,-14,14,99.8359375,6665667.71875,Down
50714,-14,14,99.8359375,6664270.015625,Down
50715,-14,14,99.8984375,6662871.4375,Down
50716,-1,1,99.8671875,6662771.5703125,Down
50717,+42,42,99.828125,6666964.3515625,Up
50718,+60,60,99.828125,6672954.0390625,Up
50719,+6,6,99.828125,6673553.0078125,Up
50720,-1,1,99.8671875,6673453.140625,Down
50721,+1,1,99.828125,6673552.96875,Up
50722,+1,1,99.8203125,6673652.7890625,Up
50723,+5,5,99.828125,6674151.9296875,Up
50724,+1,1,99.828125,6674251.7578125,Up
50725,-1,1,99.859375,6674151.8984375,Down
50726,+6,6,99.828125,6674750.8671875,Up
50727,+8,8,99.828125,6675549.4921875,Up
50728,+1,1,99.828125,6675649.3203125,Up
50729,+3,3,99.828125,6675948.8046875,Up
50730,+1,1,99.828125,6676048.6328125,Up
50731,+4,4,99.828125,6676447.9453125,Up
50732,+2,2,99.828125,6676647.6015625,Up
50733,+54,54,99.7109375,6682031.9921875,Up
50734,+51,51,99.828125,6687123.2265625,Up
50735,+10,10,99.78125,6688121.0390625,Up
50736,+10,10,99.828125,6689119.3203125,Up
50737,-8,8,99.8359375,6688320.6328125,Down
50738,+6,6,99.828125,6688919.6015625,Up
50739,-4,4,99.8359375,6688520.2578125,Down
50740,+1,1,99.828125,6688620.0859375,Up
50741,+2,2,99.8125,6688819.7109375,Up
50742,-8,8,99.8359375,6688021.0234375,Down
50743,-8,8,99.8359375,6687222.3359375,Down
50744,-8,8,99.8359375,6686423.6484375,Down
50745,-8,8,99.8359375,6685624.9609375,Down
50746,+2,2,99.8125,6685824.5859375,Up
50747,+2,2,99.8125,6686024.2109375,Up
50748,-8,8,99.8359375,6685225.5234375,Down
50749,-5,5,99.8359375,6684726.34375,Down
50750,+2,2,99.8125,6684925.96875,Up
50751,-4,4,99.8359375,6684526.625,Down
50752,-1,1,99.8359375,6684426.7890625,Down
50753,+2,2,99.8125,6684626.4140625,Up
50754,-1,1,99.8359375,6684526.578125,Down
50755,+6,6,99.828125,6685125.546875,Up
50756,+2,2,99.828125,6685325.203125,Up
50757,-1,1,99.8359375,6685225.3671875,Down
50758,+4,4,99.828125,6685624.6796875,Up
50759,+2,2,99.8125,6685824.3046875,Up
50760,-5,5,99.8359375,6685325.125,Down
50761,-4,4,99.8359375,6684925.78125,Down
50762,+4,4,99.828125,6685325.09375,Up
50763,+6,6,99.828125,6685924.0625,Up
50764,-1,1,99.828125,6685824.234375,Down
50765,+5,5,99.828125,6686323.375,Up
50766,+2,2,99.828125,6686523.03125,Up
50767,-1,1,99.8671875,6686423.1640625,Down
50768,+5,5,99.828125,6686922.3046875,Up
50769,+1,1,99.828125,6687022.1328125,Up
50770,+4,4,99.828125,6687421.4453125,Up
50771,+2,2,99.828125,6687621.1015625,Up
50772,-1,1,99.8671875,6687521.234375,Down
50773,-5,5,99.8359375,6687022.0546875,Down
50774,+2,2,99.828125,6687221.7109375,Up
50775,-1,1,99.8359375,6687121.875,Down
50776,-1,1,99.8671875,6687022.0078125,Down
50777,-1,1,99.8359375,6686922.171875,Down
50778,-1,1,99.8359375,6686822.3359375,Down
50779,-1,1,99.8671875,6686722.46875,Down
50780,+42,42,99.828125,6690915.25,Up
50781,+6,6,99.828125,6691514.21875,Up
50782,+51,51,99.828125,6696605.453125,Up
50783,-1,1,99.8671875,6696505.5859375,Down
50784,+51,51,99.7109375,6701590.84375,Up
50785,+6,6,99.828125,6702189.8125,Up
50786,+1,1,99.828125,6702289.640625,Up
50787,-1,1,99.859375,6702189.78125,Down
50788,+60,60,99.828125,6708179.46875,Up
50789,+8,8,99.828125,6708978.09375,Up
50790,+2,2,99.828125,6709177.75,Up
50791,+10,10,99.828125,6710176.03125,Up
50792,+1,1,99.828125,6710275.859375,Up
50793,+10,10,99.78125,6711273.671875,Up
50794,-5,5,99.8359375,6710774.4921875,Down
50795,-1,1,99.828125,6710674.6640625,Down
50796,-1,1,99.8359375,6710574.828125,Down
50797,-1,1,99.8359375,6710474.9921875,Down
50798,-5,5,99.8359375,6709975.8125,Down
50799,-5,5,99.8359375,6709476.6328125,Down
50800,-1,1,99.8359375,6709376.796875,Down
50801,+1,1,99.828125,6709476.625,Up
50802,+1,1,99.828125,6709576.453125,Up
50803,-1,1,99.8671875,6709476.5859375,Down
50804,-1,1,99.828125,6709376.7578125,Down
50805,-14,14,99.8984375,6707978.1796875,Down
50806,+1,1,99.828125,6708078.0078125,Up
50807,-1,1,99.8671875,6707978.140625,Down
50808,+6,6,99.828125,6708577.109375,Up
50809,-14,14,99.8359375,6707179.40625,Down
50810,+1,1,99.828125,6707279.234375,Up
50811,+1,1,99.828125,6707379.0625,Up
50812,+2,2,99.828125,6707578.71875,Up
50813,+1,1,99.8203125,6707678.5390625,Up
50814,-3,3,99.8359375,6707379.03125,Down
50815,-1,1,99.8671875,6707279.1640625,Down
50816,-1,1,99.8359375,6707179.328125,Down
50817,-1,1,99.8359375,6707079.4921875,Down
50818,-1,1,99.8359375,6706979.65625,Down
50819,-1,1,99.8671875,6706879.7890625,Down
50820,-1,1,99.828125,6706779.9609375,Down
50821,+1,1,99.828125,6706879.7890625,Up
50822,-1,1,99.8359375,6706779.953125,Down
50823,+1,1,99.828125,6706879.78125,Up
50824,+1,1,99.828125,6706979.609375,Up
50825,-1,1,99.8671875,6706879.7421875,Down
50826,+8,8,99.828125,6707678.3671875,Up
50827,+4,4,99.828125,6708077.6796875,Up
50828,-1,1,99.8359375,6707977.84375,Down
50829,-1,1,99.8359375,6707878.0078125,Down
50830,+4,4,99.828125,6708277.3203125,Up
50831,+8,8,99.828125,6709075.9453125,Up
50832,-5,5,99.8359375,6708576.765625,Down
50833,-5,5,99.8359375,6708077.5859375,Down
50834,-1,1,99.8671875,6707977.71875,Down
50835,-1,1,99.8359375,6707877.8828125,Down
50836,-1,1,99.8359375,6707778.046875,Down
50837,-5,5,99.8359375,6707278.8671875,Down
50838,-1,1,99.8671875,6707179.0,Down
50839,-1,1,99.8359375,6707079.1640625,Down
50840,-3,3,99.8359375,6706779.65625,Down
50841,-1,1,99.8359375,6706679.8203125,Down
50842,-4,4,99.8359375,6706280.4765625,Down
50843,-3,3,99.8359375,6705980.96875,Down
50844,+2,2,99.828125,6706180.625,Up
50845,+10,10,99.828125,6707178.90625,Up
50846,+8,8,99.828125,6707977.53125,Up
50847,+2,2,99.828125,6708177.1875,Up
50848,+2,2,99.828125,6708376.84375,Up
50849,+8,8,99.828125,6709175.46875,Up
50850,+6,6,99.828125,6709774.4375,Up
50851,+5,5,99.828125,6710273.578125,Up
50852,-5,5,99.8359375,6709774.3984375,Down
50853,+10,10,99.7890625,6710772.2890625,Up
50854,-5,5,99.8359375,6710273.109375,Down
50855,-5,5,99.8359375,6709773.9296875,Down
50856,-3,3,99.8359375,6709474.421875,Down
50857,-10,10,99.8359375,6708476.0625,Down
50858,-3,3,99.8359375,6708176.5546875,Down
50859,-1,1,99.8359375,6708076.71875,Down
50860,+10,10,99.828125,6709075.0,Up
50861,-1,1,99.8671875,6708975.1328125,Down
50862,+1,1,99.828125,6709074.9609375,Up
50863,+2,2,99.8359375,6709274.6328125,Up
50864,+10,10,99.7890625,6710272.5234375,Up
50865,+60,60,99.828125,6716262.2109375,Up
50866,-4,4,99.8359375,6715862.8671875,Down
50867,+2,2,99.828125,6716062.5234375,Up
50868,+1,1,99.828125,6716162.3515625,Up
50869,+4,4,99.8359375,6716561.6953125,Up
50870,-1,1,99.8359375,6716461.859375,Down
50871,+60,60,99.828125,6722451.546875,Up
50872,+2,2,99.828125,6722651.203125,Up
50873,+2,2,99.828125,6722850.859375,Up
50874,-4,4,99.8359375,6722451.515625,Down
50875,-1,1,99.8671875,6722351.6484375,Down
50876,+2,2,99.828125,6722551.3046875,Up
50877,+1,1,99.828125,6722651.1328125,Up
50878,-1,1,99.8671875,6722551.265625,Down
50879,+10,10,99.828125,6723549.546875,Up
50880,+10,10,99.7890625,6724547.4375,Up
50881,-4,4,99.8359375,6724148.09375,Down
50882,-1,1,99.8671875,6724048.2265625,Down
50884,+5,5,99.828125,6724547.3671875,Up
50885,+2,2,99.828125,6724747.0234375,Up
50886,-5,5,99.828125,6724247.8828125,Down
50892,-1,1,99.8671875,6724148.015625,Down
50893,+5,5,99.828125,6724647.15625,Up
50895,-4,4,99.8359375,6724247.8125,Down
50896,-4,4,99.8359375,6723848.46875,Down
50897,-1,1,99.8671875,6723748.6015625,Down
50898,-4,4,99.8359375,6723349.2578125,Down
50899,+6,6,99.828125,6723948.2265625,Up
50900,+10,10,99.828125,6724946.5078125,Up
50901,-1,1,99.8671875,6724846.640625,Down
50902,+10,10,99.7890625,6725844.53125,Up
50903,+42,42,99.828125,6730037.3125,Up
50904,+2,2,99.8359375,6730236.984375,Up
50905,+42,42,99.828125,6734429.765625,Up
50906,-14,14,99.8359375,6733032.0625,Down
50907,-14,14,99.8984375,6731633.484375,Down
50908,+2,2,99.828125,6731833.140625,Up
50909,-4,4,99.8359375,6731433.796875,Down
50910,-1,1,99.8671875,6731333.9296875,Down
50911,-4,4,99.8359375,6730934.5859375,Down
50912,-3,3,99.8359375,6730635.078125,Down
50913,+2,2,99.828125,6730834.734375,Up
50914,+1,1,99.828125,6730934.5625,Up
50915,-1,1,99.8671875,6730834.6953125,Down
50916,+60,60,99.828125,6736824.3828125,Up
50917,+1,1,99.828125,6736924.2109375,Up
50918,-1,1,99.8359375,6736824.375,Down
50919,+60,60,99.828125,6742814.0625,Up
50920,-3,3,99.8359375,6742514.5546875,Down
50921,+2,2,99.828125,6742714.2109375,Up
50922,-1,1,99.8671875,6742614.34375,Down
50923,+1,1,99.828125,6742714.171875,Up
50924,+2,2,99.828125,6742913.828125,Up
50925,+4,4,99.828125,6743313.140625,Up
50926,+1,1,99.828125,6743412.96875,Up
50927,+1,1,99.828125,6743512.796875,Up
50928,+60,60,99.828125,6749502.484375,Up
50929,+4,4,99.828125,6749901.796875,Up
50930,+6,6,99.828125,6750500.765625,Up
50931,+1,1,99.828125,6750600.59375,Up
50932,+1,1,99.8203125,6750700.4140625,Up
50933,+1,1,99.828125,6750800.2421875,Up
50934,+4,4,99.828125,6751199.5546875,Up
50935,+4,4,99.828125,6751598.8671875,Up
50936,+4,4,99.828125,6751998.1796875,Up
50937,+2,2,99.8125,6752197.8046875,Up
50938,+2,2,99.8125,6752397.4296875,Up
50939,+8,8,99.828125,6753196.0546875,Up
50940,+10,10,99.78125,6754193.8671875,Up
50941,+10,10,99.828125,6755192.1484375,Up
50942,+42,42,99.828125,6759384.9296875,Up
50943,+5,5,99.828125,6759884.0703125,Up
50944,+51,51,99.7109375,6764969.328125,Up
50945,+52,52,99.828125,6770160.390625,Up
50946,+1,1,99.828125,6770260.21875,Up
50947,+6,6,99.828125,6770859.1875,Up
50948,+15,15,99.8046875,6772356.2578125,Up
50949,+2,2,99.8125,6772555.8828125,Up
50950,-5,5,99.8359375,6772056.703125,Down
50951,+15,15,99.796875,6773553.65625,Up
50952,-1,1,99.8359375,6773453.8203125,Down
50953,+1,1,99.828125,6773553.6484375,Up
50954,+14,14,99.8046875,6774950.9140625,Up
50955,+2,2,99.8125,6775150.5390625,Up
50956,+4,4,99.828125,6775549.8515625,Up
50957,+42,42,99.828125,6779742.6328125,Up
50958,+52,52,99.828125,6784933.6953125,Up
50959,+52,52,99.7109375,6790118.6640625,Up
50960,-1,1,99.8359375,6790018.828125,Down
50961,+4,4,99.828125,6790418.140625,Up
50962,+15,15,99.8046875,6791915.2109375,Up
50963,+15,15,99.796875,6793412.1640625,Up
50964,+15,15,99.8046875,6794909.234375,Up
50965,-3,3,99.8359375,6794609.7265625,Down
50966,+4,4,99.828125,6795009.0390625,Up
50967,-1,1,99.8359375,6794909.203125,Down
50968,-1,1,99.859375,6794809.34375,Down
50969,+4,4,99.828125,6795208.65625,Up
50970,+1,1,99.8359375,6795308.4921875,Up
50971,-1,1,99.8671875,6795208.625,Down
50972,+2,2,99.8125,6795408.25,Up
50973,+2,2,99.8125,6795607.875,Up
50974,+4,4,99.828125,6796007.1875,Up
50975,-1,1,99.859375,6795907.328125,Down
50976,+1,1,99.828125,6796007.15625,Up
50977,+8,8,99.828125,6796805.78125,Up
50978,+4,4,99.828125,6797205.09375,Up
50979,-5,5,99.8359375,6796705.9140625,Down
50980,+1,1,99.828125,6796805.7421875,Up
50981,+1,1,99.828125,6796905.5703125,Up
50982,+1,1,99.828125,6797005.3984375,Up
50983,-1,1,99.8671875,6796905.53125,Down
50984,+8,8,99.828125,6797704.15625,Up
50985,+4,4,99.828125,6798103.46875,Up
50986,+4,4,99.828125,6798502.78125,Up
50987,+4,4,99.828125,6798902.09375,Up
50988,+1,1,99.828125,6799001.921875,Up
50989,-2,2,99.8359375,6798802.25,Down
50990,-2,2,99.8359375,6798602.578125,Down
50991,+4,4,99.828125,6799001.890625,Up
50992,+2,2,99.8125,6799201.515625,Up
50993,+2,2,99.8125,6799401.140625,Up
50994,-1,1,99.859375,6799301.28125,Down
50995,+15,15,99.8046875,6800798.3515625,Up
50996,+2,2,99.8125,6800997.9765625,Up
50997,+2,2,99.8125,6801197.6015625,Up
50998,+15,15,99.796875,6802694.5546875,Up
50999,+2,2,99.8125,6802894.1796875,Up
51000,-5,5,99.8359375,6802395.0,Down
51001,-1,1,99.8671875,6802295.1328125,Down
51002,+15,15,99.8046875,6803792.203125,Up
51003,+2,2,99.8125,6803991.828125,Up
51004,+2,2,99.8125,6804191.453125,Up
51005,+2,2,99.8125,6804391.078125,Up
51006,+15,15,99.8046875,6805888.1484375,Up
51007,+15,15,99.796875,6807385.1015625,Up
51008,+15,15,99.8046875,6808882.171875,Up
51009,+4,4,99.828125,6809281.484375,Up
51010,-1,1,99.859375,6809181.625,Down
51011,+4,4,99.828125,6809580.9375,Up
51012,+5,5,99.828125,6810080.078125,Up
51013,-5,5,99.8359375,6809580.8984375,Down
51014,-14,14,99.8984375,6808182.3203125,Down
51015,+1,1,99.828125,6808282.1484375,Up
51016,-14,14,99.8359375,6806884.4453125,Down
51017,-2,2,99.828125,6806684.7890625,Down
51018,-1,1,99.828125,6806584.9609375,Down
51019,+6,6,99.828125,6807183.9296875,Up
51020,-1,1,99.8671875,6807084.0625,Down
51021,+60,60,99.828125,6813073.75,Up
51022,+10,10,99.828125,6814072.03125,Up
51023,-1,1,99.8671875,6813972.1640625,Down
51024,+10,10,99.78125,6814969.9765625,Up
51025,-4,4,99.8359375,6814570.6328125,Down
51026,-4,4,99.8359375,6814171.2890625,Down
51027,-1,1,99.8671875,6814071.421875,Down
51028,-4,4,99.8359375,6813672.078125,Down
51029,-4,4,99.8359375,6813272.734375,Down
51030,-4,4,99.8359375,6812873.390625,Down
51031,+1,1,99.828125,6812973.21875,Up
51032,+8,8,99.828125,6813771.84375,Up
51033,+6,6,99.828125,6814370.8125,Up
51034,+1,1,99.828125,6814470.640625,Up
51035,+2,2,99.828125,6814670.296875,Up
51036,+2,2,99.828125,6814869.953125,Up
51037,+2,2,99.828125,6815069.609375,Up
51038,+1,1,99.828125,6815169.4375,Up
51039,+2,2,99.828125,6815369.09375,Up
51040,+1,1,99.828125,6815468.921875,Up
51041,+1,1,99.828125,6815568.75,Up
51042,-1,1,99.8671875,6815468.8828125,Down
51043,+1,1,99.828125,6815568.7109375,Up
51044,+1,1,99.8203125,6815668.53125,Up
51045,+6,6,99.828125,6816267.5,Up
51046,+7,7,99.828125,6816966.296875,Up
51047,+10,10,99.828125,6817964.578125,Up
51048,+10,10,99.7890625,6818962.46875,Up
51049,+10,10,99.828125,6819960.75,Up
51050,-1,1,99.8671875,6819860.8828125,Down
51051,+10,10,99.7890625,6820858.7734375,Up
51052,+10,10,99.828125,6821857.0546875,Up
51053,-1,1,99.8515625,6821757.203125,Down
51054,-4,4,99.8359375,6821357.859375,Down
51055,-1,1,99.8671875,6821257.9921875,Down
51056,+10,10,99.7890625,6822255.8828125,Up
51057,+4,4,99.828125,6822655.1953125,Up
51058,-1,1,99.8515625,6822555.34375,Down
51059,+4,4,99.828125,6822954.65625,Up
51060,+4,4,99.828125,6823353.96875,Up
51061,+4,4,99.828125,6823753.28125,Up
51062,+4,4,99.828125,6824152.59375,Up
51063,+4,4,99.828125,6824551.90625,Up
51064,+42,42,99.828125,6828744.6875,Up
51065,-1,1,99.8515625,6828644.8359375,Down
51066,+6,6,99.828125,6829243.8046875,Up
51067,+1,1,99.828125,6829343.6328125,Up
51068,-1,1,99.8671875,6829243.765625,Down
51069,+10,10,99.828125,6830242.046875,Up
51070,-4,4,99.8359375,6829842.703125,Down
51071,+10,10,99.7890625,6830840.59375,Up
51072,-1,1,99.8515625,6830740.7421875,Down
51073,+42,42,99.828125,6834933.5234375,Up
51074,+1,1,99.828125,6835033.3515625,Up
51075,-3,3,99.8359375,6834733.84375,Down
51076,-1,1,99.8671875,6834633.9765625,Down
51077,-3,3,99.8359375,6834334.46875,Down
51078,+1,1,99.828125,6834434.296875,Up
51079,-3,3,99.8359375,6834134.7890625,Down
51080,-3,3,99.8359375,6833835.28125,Down
51081,-1,1,99.8671875,6833735.4140625,Down
51082,+3,3,99.828125,6834034.8984375,Up
51083,+1,1,99.828125,6834134.7265625,Up
