Sequence,Action,Qty,Price,Liquidity,Direction
10660,+14,14,99.8359375,1520009.4765625,Up
10661,+14,14,99.7734375,1521406.3046875,Up
10662,+14,14,99.7734375,1522803.1328125,Up
10663,+14,14,99.8359375,1524200.8359375,Up
10664,-18,18,99.84375,1522403.6484375,Down
10665,-18,18,99.84375,1520606.4609375,Down
10666,-0,0,99.84375,1520606.4609375,Sideways
10667,-1,1,99.84375,1520506.6171875,Down
10668,+2,2,99.84375,1520706.3046875,Up
10669,-1,1,99.84375,1520606.4609375,Down
10670,+1,1,99.84375,1520706.3046875,Up
10671,-3,3,99.84375,1520406.7734375,Down
10672,-10,10,99.84375,1519408.3359375,Down
10673,-10,10,99.890625,1518409.4296875,Down
10674,-1,1,99.84375,1518309.5859375,Down
10675,+1,1,99.8359375,1518409.421875,Up
10676,+7,7,99.84375,1519108.328125,Up
10677,-1,1,99.84375,1519008.484375,Down
10678,-1,1,99.84375,1518908.640625,Down
10679,-1,1,99.84375,1518808.796875,Down
10680,-1,1,99.84375,1518708.953125,Down
10681,-5,5,99.84375,1518209.734375,Down
10682,-29,29,99.84375,1515314.265625,Down
10683,-53,53,99.9609375,1510016.3359375,Down
10684,-21,21,99.84375,1507919.6171875,Down
10685,-10,10,99.84375,1506921.1796875,Down
10686,-0,0,99.84375,1506921.1796875,Sideways
10687,-10,10,99.890625,1505922.2734375,Down
10688,+6,6,99.828125,1506521.2421875,Up
10689,-12,12,99.84375,1505323.1171875,Down
10690,-42,42,99.84375,1501129.6796875,Down
10691,-2,2,99.84375,1500929.9921875,Down
10692,-2,2,99.8984375,1500730.1953125,Down
10693,-3,3,99.8984375,1500430.5,Down
10694,-0,0,99.84375,1500430.5,Sideways
10695,+3,3,99.8359375,1500730.0078125,Up
10696,-1,1,99.84375,1500630.1640625,Down
10697,-1,1,99.890625,1500530.2734375,Down
10698,-6,6,99.84375,1499931.2109375,Down
10699,+1,1,99.84375,1500031.0546875,Up
10700,+2,2,99.84375,1500230.7421875,Up
10701,-1,1,99.84375,1500130.8984375,Down
10702,-2,2,99.84375,1499931.2109375,Down
10703,-1,1,99.84375,1499831.3671875,Down
10704,-5,5,99.84375,1499332.1484375,Down
10705,-8,8,99.84375,1498533.3984375,Down
10706,-6,6,99.84375,1497934.3359375,Down
10707,-1,1,99.84375,1497834.4921875,Down
10708,-2,2,99.84375,1497634.8046875,Down
10709,-1,1,99.84375,1497534.9609375,Down
10710,-4,4,99.84375,1497135.5859375,Down
10711,-11,11,99.84375,1496037.3046875,Down
10712,-2,2,99.84375,1495837.6171875,Down
10713,-8,8,99.84375,1495038.8671875,Down
10714,+2,2,99.84375,1495238.5546875,Up
10715,+32,32,99.8359375,1498433.3046875,Up
10716,-15,15,99.84375,1496935.6484375,Down
10718,-0,0,99.84375,1496935.6484375,Sideways
10719,-0,0,99.84375,1496935.6484375,Sideways
10720,-6,6,99.84375,1496336.5859375,Down
10721,-1,1,99.84375,1496236.7421875,Down
10722,-8,8,99.84375,1495437.9921875,Down
10723,+5,5,99.84375,1495937.2109375,Up
10732,-3,3,99.84375,1495637.6796875,Down
10733,-2,2,99.84375,1495437.9921875,Down
10734,+1,1,99.84375,1495537.8359375,Up
10735,-3,3,99.84375,1495238.3046875,Down
10736,-3,3,99.8515625,1494938.75,Down
10738,-2,2,99.84375,1494739.0625,Down
10739,+4,4,99.84375,1495138.4375,Up
10744,+5,5,99.84375,1495637.65625,Up
10747,-2,2,99.84375,1495437.96875,Down
10748,+3,3,99.84375,1495737.5,Up
10750,-1,1,99.84375,1495637.65625,Down
10751,-3,3,99.84375,1495338.125,Down
10752,-2,2,99.84375,1495138.4375,Down
10758,+4,4,99.84375,1495537.8125,Up
10762,+6,6,99.84375,1496136.875,Up
10763,-1,1,99.84375,1496037.03125,Down
10764,-1,1,99.84375,1495937.1875,Down
10765,-1,1,99.84375,1495837.34375,Down
10766,-3,3,99.84375,1495537.8125,Down
10772,-6,6,99.859375,1494938.65625,Down
10773,-8,8,99.8515625,1494139.84375,Down
10774,-1,1,99.8515625,1494039.9921875,Down
10775,+6,6,99.75,1494638.4921875,Up
10776,+8,8,99.75,1495436.4921875,Up
10777,+8,8,99.7421875,1496234.4296875,Up
10778,+5,5,99.75,1496733.1796875,Up
10779,-1,1,99.8671875,1496633.3125,Down
10780,+1,1,99.8046875,1496733.1171875,Up
10781,+2,2,99.8515625,1496932.8203125,Up
10782,+12,12,99.7578125,1498129.9140625,Up
10783,+3,3,99.8359375,1498429.421875,Up
10784,-1,1,99.8515625,1498329.5703125,Down
10785,-12,12,99.90625,1497130.6953125,Down
10786,+1,1,99.8359375,1497230.53125,Up
10787,+12,12,99.8359375,1498428.5625,Up
10788,-10,10,99.8515625,1497430.046875,Down
10789,-4,4,99.8515625,1497030.640625,Down
10790,+2,2,99.84375,1497230.328125,Up
10791,+1,1,99.8515625,1497330.1796875,Up
10792,+8,8,99.734375,1498128.0546875,Up
10793,-27,27,99.8828125,1495431.21875,Down
10794,-6,6,99.921875,1494831.6875,Down
10795,-2,2,99.8515625,1494631.984375,Down
10796,+1,1,99.828125,1494731.8125,Up
10797,+8,8,99.7421875,1495529.75,Up
10798,+2,2,99.8359375,1495729.421875,Up
10799,-6,6,99.859375,1495130.265625,Down
10800,-6,6,99.8515625,1494531.15625,Down
10801,-3,3,99.8515625,1494231.6015625,Down
10802,-4,4,99.8515625,1493832.1953125,Down
10803,-2,2,99.8515625,1493632.4921875,Down
10804,-6,6,99.8515625,1493033.3828125,Down
10805,-6,6,99.859375,1492434.2265625,Down
10806,-42,42,99.984375,1488234.8828125,Down
10807,-8,8,99.8515625,1487436.0703125,Down
10808,+68,68,99.8359375,1494224.9140625,Up
10809,-0,0,99.8515625,1494224.9140625,Sideways
10810,-6,6,99.8515625,1493625.8046875,Down
10811,-0,0,99.8515625,1493625.8046875,Sideways
10812,+2,2,99.8359375,1493825.4765625,Up
10813,-2,2,99.8515625,1493625.7734375,Down
10814,-6,6,99.8515625,1493026.6640625,Down
10815,-2,2,99.8515625,1492826.9609375,Down
10816,-3,3,99.8515625,1492527.40625,Down
10817,-0,0,99.8515625,1492527.40625,Sideways
10818,-2,2,99.8515625,1492327.703125,Down
10819,+2,2,99.8359375,1492527.375,Up
10820,-2,2,99.8515625,1492327.671875,Down
10821,-87,87,99.9140625,1483635.1484375,Down
10822,+12,12,99.796875,1484832.7109375,Up
10823,-12,12,99.875,1483634.2109375,Down
10825,-5,5,99.84375,1483134.9921875,Down
10828,+2,2,99.734375,1483334.4609375,Up
10829,-60,60,99.953125,1477337.2734375,Down
10831,-2,2,99.84375,1477137.5859375,Down
10832,+1,1,99.84375,1477237.4296875,Up
10833,+2,2,99.84375,1477437.1171875,Up
10837,+3,3,99.8359375,1477736.625,Up
10838,-2,2,99.8515625,1477536.921875,Down
10839,+2,2,99.8359375,1477736.59375,Up
10840,-6,6,99.8515625,1477137.484375,Down
10841,-1,1,99.8515625,1477037.6328125,Down
10842,-2,2,99.8515625,1476837.9296875,Down
10843,-2,2,99.8515625,1476638.2265625,Down
10844,-0,0,99.8359375,1476638.2265625,Sideways
10845,+1,1,99.828125,1476738.0546875,Up
10846,+4,4,99.828125,1477137.3671875,Up
10847,+4,4,99.828125,1477536.6796875,Up
10848,+3,3,99.828125,1477836.1640625,Up
10849,+1,1,99.828125,1477935.9921875,Up
10850,-3,3,99.8515625,1477636.4375,Down
10851,-7,7,99.859375,1476937.421875,Down
10852,-3,3,99.8515625,1476637.8671875,Down
10853,+5,5,99.828125,1477137.0078125,Up
10854,-7,7,99.859375,1476437.9921875,Down
10855,+8,8,99.828125,1477236.6171875,Up
10856,-3,3,99.8515625,1476937.0625,Down
10857,-3,3,99.8515625,1476637.5078125,Down
10858,-2,2,99.8828125,1476437.7421875,Down
10859,-3,3,99.8515625,1476138.1875,Down
10860,-10,10,99.8828125,1475139.359375,Down
10861,-6,6,99.859375,1474540.203125,Down
10862,-2,2,99.84375,1474340.515625,Down
10863,+3,3,99.828125,1474640.0,Up
10864,-2,2,99.8671875,1474440.265625,Down
10865,-2,2,99.84375,1474240.578125,Down
10866,+1,1,99.8046875,1474340.3828125,Up
10867,+2,2,99.8359375,1474540.0546875,Up
10870,+1,1,99.84375,1474639.8984375,Up
10874,-1,1,99.875,1474540.0234375,Down
10875,-14,14,99.8515625,1473142.1015625,Down
10876,-14,14,99.9140625,1471743.3046875,Down
10877,-2,2,99.8671875,1471543.5703125,Down
10878,-1,1,99.859375,1471443.7109375,Down
10879,-6,6,99.8515625,1470844.6015625,Down
10880,-6,6,99.859375,1470245.4453125,Down
10881,-8,8,99.8515625,1469446.6328125,Down
10882,-8,8,99.859375,1468647.7578125,Down
10883,-1,1,99.8671875,1468547.890625,Down
10884,+3,3,99.828125,1468847.375,Up
10885,+2,2,99.8359375,1469047.046875,Up
10886,+8,8,99.8203125,1469845.609375,Up
10887,+8,8,99.8359375,1470644.296875,Up
10888,+2,2,99.8359375,1470843.96875,Up
10889,+2,2,99.828125,1471043.625,Up
10890,+1,1,99.828125,1471143.453125,Up
10891,+8,8,99.8359375,1471942.140625,Up
10892,+8,8,99.8203125,1472740.703125,Up
10893,-6,6,99.859375,1472141.546875,Down
10894,-6,6,99.8515625,1471542.4375,Down
10895,-8,8,99.859375,1470743.5625,Down
10896,-8,8,99.8515625,1469944.75,Down
10897,-1,1,99.859375,1469844.890625,Down
10899,-1,1,99.84375,1469745.046875,Down
10902,-1,1,99.8515625,1469645.1953125,Down
10903,-2,2,99.8515625,1469445.4921875,Down
10904,-2,2,99.8515625,1469245.7890625,Down
10905,-6,6,99.8515625,1468646.6796875,Down
10906,-3,3,99.8515625,1468347.125,Down
10907,-2,2,99.8515625,1468147.421875,Down
10908,-1,1,99.8515625,1468047.5703125,Down
10909,-1,1,99.859375,1467947.7109375,Down
10910,-1,1,99.859375,1467847.8515625,Down
10911,-6,6,99.8515625,1467248.7421875,Down
10912,-6,6,99.859375,1466649.5859375,Down
10913,-8,8,99.8515625,1465850.7734375,Down
10914,-8,8,99.859375,1465051.8984375,Down
10915,-7,7,99.859375,1464352.8828125,Down
10916,-0,0,99.8515625,1464352.8828125,Sideways
10917,-3,3,99.8515625,1464053.328125,Down
10918,-11,11,99.8515625,1462954.9609375,Down
10919,-2,2,99.8984375,1462755.1640625,Down
10920,-8,8,99.9453125,1461955.6015625,Down
10921,-8,8,99.9375,1461156.1015625,Down
10922,-8,8,99.9375,1460356.6015625,Down
10923,-8,8,99.9296875,1459557.1640625,Down
10924,-6,6,99.9296875,1458957.5859375,Down
10925,-2,2,99.875,1458757.8359375,Down
10926,-5,5,99.9296875,1458258.1875,Down
10927,+5,5,99.8359375,1458757.3671875,Up
10928,+2,2,99.84375,1458957.0546875,Up
10929,+3,3,99.8359375,1459256.5625,Up
10930,-1,1,99.875,1459156.6875,Down
10931,+2,2,99.8359375,1459356.359375,Up
10932,+5,5,99.828125,1459855.5,Up
10933,+8,8,99.828125,1460654.125,Up
10934,+1,1,99.8359375,1460753.9609375,Up
10935,+2,2,99.8046875,1460953.5703125,Up
10936,-0,0,99.828125,1460953.5703125,Sideways
10938,+2,2,99.8359375,1461153.2421875,Up
10939,+2,2,99.8359375,1461352.9140625,Up
10940,-6,6,99.8515625,1460753.8046875,Down
10941,-2,2,99.8515625,1460554.1015625,Down
10942,-3,3,99.8515625,1460254.546875,Down
10943,-2,2,99.8515625,1460054.84375,Down
10944,+1,1,99.8125,1460154.65625,Up
10945,-7,7,99.859375,1459455.640625,Down
10946,-3,3,99.8515625,1459156.0859375,Down
10947,+2,2,99.8359375,1459355.7578125,Up
10948,+2,2,99.8359375,1459555.4296875,Up
10949,+1,1,99.8125,1459655.2421875,Up
10950,+2,2,99.8359375,1459854.9140625,Up
10951,+2,2,99.8359375,1460054.5859375,Up
10952,+2,2,99.8359375,1460254.2578125,Up
10953,+2,2,99.8359375,1460453.9296875,Up
10954,+1,1,99.8125,1460553.7421875,Up
10955,+2,2,99.8359375,1460753.4140625,Up
10956,+2,2,99.8359375,1460953.0859375,Up
10957,+2,2,99.8359375,1461152.7578125,Up
10958,+2,2,99.8359375,1461352.4296875,Up
10959,+2,2,99.8359375,1461552.1015625,Up
10960,+2,2,99.8359375,1461751.7734375,Up
10961,+1,1,99.8125,1461851.5859375,Up
10962,+2,2,99.8359375,1462051.2578125,Up
10963,+2,2,99.8359375,1462250.9296875,Up
10964,+2,2,99.8359375,1462450.6015625,Up
10965,+2,2,99.8359375,1462650.2734375,Up
10966,+2,2,99.84375,1462849.9609375,Up
10967,-6,6,99.8515625,1462250.8515625,Down
10968,-2,2,99.8515625,1462051.1484375,Down
10969,+2,2,99.8359375,1462250.8203125,Up
10970,-3,3,99.8515625,1461951.265625,Down
10971,-2,2,99.8515625,1461751.5625,Down
10972,-7,7,99.859375,1461052.546875,Down
10973,-3,3,99.8515625,1460752.9921875,Down
10974,+12,12,99.84375,1461951.1171875,Up
10975,-0,0,99.84375,1461951.1171875,Sideways
10976,+2,2,99.84375,1462150.8046875,Up
10977,+1,1,99.8125,1462250.6171875,Up
10978,+2,2,99.8046875,1462450.2265625,Up
10979,-3,3,99.8515625,1462150.671875,Down
10981,-1,1,99.84375,1462050.828125,Down
10985,+1,1,99.8125,1462150.640625,Up
10986,+1,1,99.84375,1462250.484375,Up
10988,-6,6,99.84375,1461651.421875,Down
10992,+6,6,99.84375,1462250.484375,Up
10995,+2,2,99.8359375,1462450.15625,Up
10996,+3,3,99.8359375,1462749.6640625,Up
10997,+5,5,99.828125,1463248.8046875,Up
10998,+8,8,99.828125,1464047.4296875,Up
10999,-3,3,99.8515625,1463747.875,Down
11000,-2,2,99.84375,1463548.1875,Down
11001,-2,2,99.8515625,1463348.484375,Down
11003,-2,2,99.84375,1463148.796875,Down
11006,-2,2,99.8515625,1462949.09375,Down
11007,-1,1,99.8515625,1462849.2421875,Down
11008,-2,2,99.8515625,1462649.5390625,Down
11009,-6,6,99.8515625,1462050.4296875,Down
11010,-1,1,99.8515625,1461950.578125,Down
11011,-6,6,99.8515625,1461351.46875,Down
11012,-6,6,99.859375,1460752.3125,Down
11013,-2,2,99.8515625,1460552.609375,Down
11014,-7,7,99.859375,1459853.59375,Down
11015,-7,7,99.859375,1459154.578125,Down
11016,-14,14,99.9140625,1457755.78125,Down
11017,-14,14,99.9140625,1456356.984375,Down
11018,-13,13,99.8515625,1455058.9140625,Down
11019,-11,11,99.8515625,1453960.546875,Down
11020,+2,2,99.84375,1454160.234375,Up
11021,+2,2,99.84375,1454359.921875,Up
11022,+3,3,99.8359375,1454659.4296875,Up
11023,+2,2,99.8359375,1454859.1015625,Up
11024,+5,5,99.828125,1455358.2421875,Up
11025,+8,8,99.828125,1456156.8671875,Up
11026,-3,3,99.8515625,1455857.3125,Down
11027,+2,2,99.8046875,1456056.921875,Up
11028,-6,6,99.859375,1455457.765625,Down
11029,-11,11,99.8515625,1454359.3984375,Down
11030,+2,2,99.84375,1454559.0859375,Up
11031,+2,2,99.84375,1454758.7734375,Up
11032,+3,3,99.8359375,1455058.28125,Up
11033,+2,2,99.8359375,1455257.953125,Up
11034,+5,5,99.828125,1455757.09375,Up
11035,+8,8,99.828125,1456555.71875,Up
11036,-3,3,99.8515625,1456256.1640625,Down
11037,+2,2,99.8046875,1456455.7734375,Up
11039,-6,6,99.859375,1455856.6171875,Down
11040,-6,6,99.8515625,1455257.5078125,Down
11041,-8,8,99.859375,1454458.6328125,Down
11042,-8,8,99.8515625,1453659.8203125,Down
11043,-2,2,99.875,1453460.0703125,Down
11044,-1,1,99.859375,1453360.2109375,Down
11045,-1,1,99.8828125,1453260.328125,Down
11046,+2,2,99.828125,1453459.984375,Up
11047,+1,1,99.828125,1453559.8125,Up
11048,-6,6,99.859375,1452960.65625,Down
11049,-6,6,99.8515625,1452361.546875,Down
11050,-10,10,99.8359375,1451363.1875,Down
11051,-10,10,99.84375,1450364.75,Down
11052,-8,8,99.84375,1449566.0,Down
11053,-8,8,99.84375,1448767.25,Down
11054,-2,2,99.84375,1448567.5625,Down
11055,-44,44,99.84375,1444174.4375,Down
11056,-1,1,99.8515625,1444074.5859375,Down
11057,-3,3,99.8515625,1443775.03125,Down
11058,-6,6,99.8515625,1443175.921875,Down
11059,-2,2,99.8515625,1442976.21875,Down
11060,-2,2,99.8515625,1442776.515625,Down
11061,-1,1,99.859375,1442676.65625,Down
11062,-2,2,99.8515625,1442476.953125,Down
11063,-1,1,99.8515625,1442377.1015625,Down
11064,-8,8,99.84375,1441578.3515625,Down
11065,-3,3,99.84375,1441278.8203125,Down
11066,-2,2,99.84375,1441079.1328125,Down
11067,-7,7,99.859375,1440380.1171875,Down
11068,-0,0,99.8515625,1440380.1171875,Sideways
11069,-14,14,99.9140625,1438981.3203125,Down
11070,-13,13,99.8515625,1437683.25,Down
11071,-13,13,99.84375,1436385.28125,Down
11072,-3,3,99.8515625,1436085.7265625,Down
11073,-11,11,99.8515625,1434987.359375,Down
11074,-10,10,99.8828125,1433988.53125,Down
11075,-14,14,99.8515625,1432590.609375,Down
11077,+25,25,99.828125,1435086.3125,Up
11078,-10,10,99.84375,1434087.875,Down
11082,-8,8,99.84375,1433289.125,Down
11083,-3,3,99.84375,1432989.59375,Down
11084,-10,10,99.8828125,1431990.765625,Down
11085,+3,3,99.8359375,1432290.2734375,Up
11086,-6,6,99.84375,1431691.2109375,Down
11087,-6,6,99.921875,1431091.6796875,Down
11088,-3,3,99.84375,1430792.1484375,Down
11089,-1,1,99.8828125,1430692.265625,Down
11090,-6,6,99.84375,1430093.203125,Down
11091,+8,8,99.8203125,1430891.765625,Up
11092,+8,8,99.8359375,1431690.453125,Up
11093,-6,6,99.84375,1431091.390625,Down
11094,-1,1,99.875,1430991.515625,Down
11095,-1,1,99.84375,1430891.671875,Down
11096,-6,6,99.84375,1430292.609375,Down
11098,-1,1,99.84375,1430192.765625,Down
11099,-6,6,99.84375,1429593.703125,Down
11100,-1,1,99.84375,1429493.859375,Down
11101,-1,1,99.875,1429393.984375,Down
11102,-1,1,99.84375,1429294.140625,Down
11103,-4,4,99.84375,1428894.765625,Down
11104,-1,1,99.84375,1428794.921875,Down
11105,-6,6,99.84375,1428195.859375,Down
11106,-1,1,99.875,1428095.984375,Down
11107,-1,1,99.84375,1427996.140625,Down
11108,-2,2,99.84375,1427796.453125,Down
11109,-1,1,99.84375,1427696.609375,Down
11110,-1,1,99.875,1427596.734375,Down
11111,-1,1,99.84375,1427496.890625,Down
11112,-6,6,99.84375,1426897.828125,Down
11113,-6,6,99.84375,1426298.765625,Down
11114,-2,2,99.84375,1426099.078125,Down
11115,-6,6,99.84375,1425500.015625,Down
11116,-2,2,99.84375,1425300.328125,Down
11117,-6,6,99.84375,1424701.265625,Down
11118,-2,2,99.84375,1424501.578125,Down
11119,-1,1,99.875,1424401.703125,Down
11120,+1,1,99.84375,1424501.546875,Up
11121,-6,6,99.8515625,1423902.4375,Down
11122,-6,6,99.859375,1423303.28125,Down
11123,+20,20,99.8359375,1425300.0,Up
11124,-1,1,99.875,1425200.125,Down
11125,+20,20,99.8359375,1427196.84375,Up
11127,-8,8,99.84375,1426398.09375,Down
11128,-8,8,99.84375,1425599.34375,Down
11129,-2,2,99.84375,1425399.65625,Down
11130,+22,22,99.84375,1427596.21875,Up
11138,+2,2,99.84375,1427795.90625,Up
11142,+6,6,99.84375,1428394.96875,Up
11145,-3,3,99.84375,1428095.4375,Down
11146,-1,1,99.875,1427995.5625,Down
11147,-2,2,99.84375,1427795.875,Down
11148,-2,2,99.84375,1427596.1875,Down
11150,-6,6,99.84375,1426997.125,Down
11151,-1,1,99.84375,1426897.28125,Down
11152,-1,1,99.875,1426797.40625,Down
11153,-3,3,99.84375,1426497.875,Down
11154,-1,1,99.84375,1426398.03125,Down
11155,-16,16,99.859375,1424800.28125,Down
11156,-20,20,99.859375,1422803.09375,Down
11157,-16,16,99.859375,1421205.34375,Down
11158,-20,20,99.8515625,1419208.3125,Down
11159,-1,1,99.875,1419108.4375,Down
11160,-20,20,99.8515625,1417111.40625,Down
11161,-18,18,99.8515625,1415314.078125,Down
11162,-4,4,99.8515625,1414914.671875,Down
11163,-11,11,99.8515625,1413816.3046875,Down
11164,-18,18,99.8515625,1412018.9765625,Down
11165,-15,15,99.8515625,1410521.203125,Down
11166,-6,6,99.84375,1409922.140625,Down
11167,-14,14,99.84375,1408524.328125,Down
11168,-3,3,99.84375,1408224.796875,Down
11169,-3,3,99.84375,1407925.265625,Down
11170,+3,3,99.8359375,1408224.7734375,Up
11172,-13,13,99.84375,1406926.8046875,Down
11173,-2,2,99.84375,1406727.1171875,Down
11178,+8,8,99.84375,1407525.8671875,Up
11179,+40,40,99.84375,1411519.6171875,Up
11180,-1,1,99.875,1411419.7421875,Down
11181,-1,1,99.859375,1411319.8828125,Down
11182,+1,1,99.84375,1411419.7265625,Up
11183,-1,1,99.8515625,1411319.875,Down
11184,-6,6,99.8515625,1410720.765625,Down
11185,-2,2,99.8515625,1410521.0625,Down
11186,+2,2,99.84375,1410720.75,Up
11187,-2,2,99.8515625,1410521.046875,Down
11188,-8,8,99.8515625,1409722.234375,Down
11189,-6,6,99.921875,1409122.703125,Down
11190,+2,2,99.8359375,1409322.375,Up
11191,+3,3,99.8359375,1409621.8828125,Up
11192,-6,6,99.8515625,1409022.7734375,Down
11193,-6,6,99.859375,1408423.6171875,Down
11194,-2,2,99.8515625,1408223.9140625,Down
11195,-1,1,99.8515625,1408124.0625,Down
11196,-1,1,99.859375,1408024.203125,Down
11197,-3,3,99.8515625,1407724.6484375,Down
11198,-8,8,99.859375,1406925.7734375,Down
11199,+1,1,99.84375,1407025.6171875,Up
11200,+5,5,99.78125,1407524.5234375,Up
11201,+2,2,99.84375,1407724.2109375,Up
11202,+1,1,99.84375,1407824.0546875,Up
11203,+2,2,99.84375,1408023.7421875,Up
11204,+8,8,99.8203125,1408822.3046875,Up
11205,+8,8,99.8359375,1409620.9921875,Up
11206,+8,8,99.8359375,1410419.6796875,Up
11207,+8,8,99.8203125,1411218.2421875,Up
11208,+5,5,99.828125,1411717.3828125,Up
11209,+8,8,99.828125,1412516.0078125,Up
11210,-14,14,99.8515625,1411118.0859375,Down
11211,-14,14,99.9140625,1409719.2890625,Down
11212,-7,7,99.859375,1409020.2734375,Down
11213,-3,3,99.8515625,1408720.71875,Down
11214,-3,3,99.8515625,1408421.1640625,Down
11215,+8,8,99.8203125,1409219.7265625,Up
11216,+8,8,99.8359375,1410018.4140625,Up
11217,+8,8,99.8359375,1410817.1015625,Up
11218,+8,8,99.8203125,1411615.6640625,Up
11219,-13,13,99.8515625,1410317.59375,Down
11220,+10,10,99.8046875,1411315.640625,Up
11221,-30,30,99.828125,1408320.796875,Down
11222,+2,2,99.8046875,1408520.40625,Up
11223,-11,11,99.8515625,1407422.0390625,Down
11224,+8,8,99.8203125,1408220.6015625,Up
11225,+8,8,99.8359375,1409019.2890625,Up
11226,+8,8,99.8359375,1409817.9765625,Up
11227,+8,8,99.8203125,1410616.5390625,Up
11228,-6,6,99.8515625,1410017.4296875,Down
11229,-6,6,99.8515625,1409418.3203125,Down
11230,+2,2,99.828125,1409617.9765625,Up
11231,+8,8,99.8203125,1410416.5390625,Up
11232,+1,1,99.828125,1410516.3671875,Up
11233,-3,3,99.8515625,1410216.8125,Down
11234,-2,2,99.8515625,1410017.109375,Down
11235,-3,3,99.8515625,1409717.5546875,Down
11236,-1,1,99.8515625,1409617.703125,Down
11237,+2,2,99.84375,1409817.390625,Up
11238,+2,2,99.84375,1410017.078125,Up
11239,+12,12,99.8203125,1411214.921875,Up
11240,+12,12,99.828125,1412412.859375,Up
11241,+20,20,99.8203125,1414409.265625,Up
11242,+2,2,99.828125,1414608.921875,Up
11243,+1,1,99.84375,1414708.765625,Up
11244,+2,2,99.84375,1414908.453125,Up
11245,+2,2,99.828125,1415108.109375,Up
11246,+16,16,99.828125,1416705.359375,Up
11247,-2,2,99.8515625,1416505.65625,Down
11248,+16,16,99.828125,1418102.90625,Up
11249,+4,4,99.828125,1418502.21875,Up
11250,+6,6,99.828125,1419101.1875,Up
11251,+1,1,99.84375,1419201.03125,Up
11252,+2,2,99.84375,1419400.71875,Up
11253,-4,4,99.8515625,1419001.3125,Down
11254,+9,9,99.84375,1419899.90625,Up
11255,+6,6,99.828125,1420498.875,Up
11256,+4,4,99.828125,1420898.1875,Up
11257,+16,16,99.828125,1422495.4375,Up
11258,+8,8,99.8359375,1423294.125,Up
11259,-2,2,99.875,1423094.375,Down
11260,+4,4,99.8359375,1423493.71875,Up
11261,+1,1,99.8125,1423593.53125,Up
11262,+4,4,99.84375,1423992.90625,Up
11263,+1,1,99.84375,1424092.75,Up
11264,+1,1,99.84375,1424192.59375,Up
11265,+2,2,99.84375,1424392.28125,Up
11266,+5,5,99.84375,1424891.5,Up
11267,-2,2,99.8515625,1424691.796875,Down
11268,+1,1,99.84375,1424791.640625,Up
11269,+16,16,99.828125,1426388.890625,Up
11270,+20,20,99.828125,1428385.453125,Up
11271,-4,4,99.8515625,1427986.046875,Down
11272,+5,5,99.84375,1428485.265625,Up
11273,+2,2,99.84375,1428684.953125,Up
11274,+20,20,99.828125,1430681.515625,Up
11275,+8,8,99.828125,1431480.140625,Up
11277,+2,2,99.8359375,1431679.8125,Up
11278,+1,1,99.8125,1431779.625,Up
11279,+8,8,99.828125,1432578.25,Up
11280,+4,4,99.828125,1432977.5625,Up
11281,-20,20,99.859375,1430980.375,Down
11282,+1,1,99.84375,1431080.21875,Up
11283,+1,1,99.8125,1431180.03125,Up
11284,+4,4,99.828125,1431579.34375,Up
11285,+2,2,99.828125,1431779.0,Up
11286,-6,6,99.8515625,1431179.890625,Down
11287,-3,3,99.8515625,1430880.3359375,Down
11288,+8,8,99.8359375,1431679.0234375,Up
11289,+8,8,99.8203125,1432477.5859375,Up
11290,+2,2,99.8359375,1432677.2578125,Up
11291,+2,2,99.828125,1432876.9140625,Up
11292,+4,4,99.8359375,1433276.2578125,Up
11293,+4,4,99.828125,1433675.5703125,Up
11294,-2,2,99.8515625,1433475.8671875,Down
11295,-2,2,99.8515625,1433276.1640625,Down
11296,-6,6,99.8515625,1432677.0546875,Down
11297,-6,6,99.8515625,1432077.9453125,Down
11298,-3,3,99.8515625,1431778.390625,Down
11299,-6,6,99.8515625,1431179.28125,Down
11300,+2,2,99.828125,1431378.9375,Up
11301,+20,20,99.8203125,1433375.34375,Up
11302,+12,12,99.828125,1434573.28125,Up
11303,+12,12,99.8203125,1435771.125,Up
11304,-3,3,99.8515625,1435471.5703125,Down
11305,-3,3,99.84375,1435172.0390625,Down
11306,-2,2,99.8515625,1434972.3359375,Down
11307,-3,3,99.8515625,1434672.78125,Down
11308,+8,8,99.8203125,1435471.34375,Up
11309,+8,8,99.8359375,1436270.03125,Up
11310,+4,4,99.828125,1436669.34375,Up
11311,+4,4,99.8359375,1437068.6875,Up
11312,-6,6,99.8515625,1436469.578125,Down
11313,-3,3,99.8515625,1436170.0234375,Down
11314,+8,8,99.8359375,1436968.7109375,Up
11315,+8,8,99.8203125,1437767.2734375,Up
11316,+4,4,99.8359375,1438166.6171875,Up
11317,+4,4,99.828125,1438565.9296875,Up
11318,+8,8,99.8203125,1439364.4921875,Up
11319,+8,8,99.8359375,1440163.1796875,Up
11320,+4,4,99.828125,1440562.4921875,Up
11321,+8,8,99.8359375,1441361.1796875,Up
11322,+8,8,99.8203125,1442159.7421875,Up
11323,+8,8,99.8203125,1442958.3046875,Up
11324,+8,8,99.8359375,1443756.9921875,Up
11325,-6,6,99.8515625,1443157.8828125,Down
11326,-6,6,99.8515625,1442558.7734375,Down
11327,+12,12,99.8203125,1443756.6171875,Up
11328,+4,4,99.828125,1444155.9296875,Up
